x,y
16,0.7888709306716919
32,0.7761492729187012
48,0.7827061414718628
64,0.8662030696868896
80,0.8811058402061462
96,0.8966422080993652
112,0.7600314617156982
128,0.8315740823745728
144,0.8221091032028198
160,0.8566598296165466
176,0.9076364636421204
192,0.8450456261634827
208,0.7674808502197266
224,0.9312880039215088
240,0.9518681168556213
256,0.888647735118866
272,0.7717574834823608
288,0.7627518773078918
304,0.8323412537574768
320,0.8712667226791382
336,0.8552219867706299
352,0.8077678680419922
368,0.9448948502540588
384,0.8158290982246399
400,0.7775418758392334
416,0.9473229646682739
432,0.8998332619667053
448,0.8564138412475586
464,0.8449962139129639
480,0.8614374995231628
496,0.8087425231933594
512,0.8959082961082458
528,0.8433377146720886
544,0.8651538491249084
560,0.8763298988342285
576,0.8368929624557495
592,0.9200098514556885
608,0.7800338268280029
624,0.860225260257721
640,0.866080641746521
656,0.7765828371047974
672,0.7294470071792603
688,0.8933355212211609
704,0.9170246720314026
720,0.8643908500671387
736,0.7873014211654663
752,0.790595293045044
768,0.7963672280311584
784,0.8126688599586487
800,0.8639064431190491
816,0.861044704914093
832,0.8631540536880493
848,0.8663201928138733
864,0.9451267719268799
880,0.8889691829681396
896,0.7814760804176331
912,0.8360263705253601
928,0.904411256313324
944,0.9407864809036255
960,0.8563074469566345
976,0.9430652856826782
992,0.8701701760292053
1008,0.7609595656394958
1024,0.9461105465888977
1040,0.912341296672821
1056,0.738445520401001
1072,0.8480471968650818
1073,0.3258894681930542
1089,1.0561347007751465
1105,1.014257788658142
1121,0.9619836807250977
1137,0.9557468891143799
1153,0.8588817715644836
1169,0.9500673413276672
1185,0.9347990155220032
1201,0.8748531341552734
1217,0.8459538221359253
1233,0.8583792448043823
1249,0.8985240459442139
1265,0.9273049235343933
1281,0.823253870010376
1297,0.7717631459236145
1313,0.7530549764633179
1329,0.8122172951698303
1345,0.8629467487335205
1361,0.836817741394043
1377,0.8474953174591064
1393,0.9411794543266296
1409,0.8754947781562805
1425,0.7589364051818848
1441,0.921092689037323
1457,0.8880385160446167
1473,0.8141210079193115
1489,0.8637123107910156
1505,0.8363948464393616
1521,0.9057230353355408
1537,0.893324613571167
1553,0.7700985670089722
1569,0.9062466621398926
1585,0.853243350982666
1601,0.938916027545929
1617,0.8390961289405823
1633,0.7158070802688599
1649,0.7341828346252441
1665,0.8329188227653503
1681,0.8490761518478394
1697,0.8274244666099548
1713,0.8249032497406006
1729,0.7039365768432617
1745,0.9357185959815979
1761,0.9328581094741821
1777,0.7582698464393616
1793,0.8715201020240784
1809,0.9208655953407288
1825,0.8927085399627686
1841,0.895509660243988
1857,0.7831153273582458
1873,0.9122027158737183
1889,0.7808657884597778
1905,0.8862044215202332
1921,0.8253564238548279
1937,0.9244169592857361
1953,0.848204493522644
1969,0.827683687210083
1985,0.8388462662696838
2001,0.9299681782722473
2017,0.7581539154052734
2033,0.7990857362747192
2049,0.8493386507034302
2065,0.8586892485618591
2081,0.9376854300498962
2097,0.8447632193565369
2113,0.784386932849884
2129,0.7559333443641663
2145,0.8278908133506775
2146,0.28960204124450684
2162,0.922886312007904
2178,0.9240955710411072
2194,0.937309205532074
2210,0.833984911441803
2226,0.9076849818229675
2242,0.9259055852890015
2258,0.9234543442726135
2274,0.805997908115387
2290,0.9187899231910706
2306,0.8624889254570007
2322,0.8459457159042358
2338,0.8545964956283569
2354,0.8480969071388245
2370,0.7503142356872559
2386,0.8899438977241516
2402,0.7725968360900879
2418,0.8601320385932922
2434,0.8152279257774353
2450,0.8882499933242798
2466,0.7492236495018005
2482,0.8084602952003479
2498,0.8931445479393005
2514,0.7993396520614624
2530,0.8067843914031982
2546,0.790018618106842
2562,0.8968968987464905
2578,0.8341513872146606
2594,0.8610931634902954
2610,0.9564266204833984
2626,0.8058832287788391
2642,0.8035343885421753
2658,0.8109278082847595
2674,0.8720455169677734
2690,0.8468389511108398
2706,0.7363318204879761
2722,0.8468072414398193
2738,0.7614260911941528
2754,0.8224167227745056
2770,0.8245061635971069
2786,0.871964693069458
2802,0.8915640115737915
2818,0.9002483487129211
2834,0.8045321106910706
2850,0.8192052841186523
2866,0.9174256920814514
2882,0.780671238899231
2898,0.9186751842498779
2914,0.7758699655532837
2930,0.8165702223777771
2946,0.9186234474182129
2962,0.9443858861923218
2978,0.8872267603874207
2994,0.808020293712616
3010,0.8403263092041016
3026,0.8384124040603638
3042,0.7210004329681396
3058,0.78812175989151
3074,0.8211060762405396
3090,0.8331913352012634
3106,0.7469623684883118
3122,0.8212687373161316
3138,0.8232258558273315
3154,0.7003438472747803
3170,0.8156007528305054
3186,0.7244784235954285
3202,0.8021971583366394
3218,0.7548410892486572
3219,0.6061484217643738
3235,0.9431560635566711
3251,0.935124933719635
3267,0.8255723118782043
3283,0.8631704449653625
3299,0.8682432770729065
3315,0.8721656203269958
3331,0.8748286366462708
3347,0.6513872742652893
3363,0.8538416624069214
3379,0.7595794200897217
3395,0.8957440257072449
3411,0.8117004036903381
3427,0.8776270151138306
3443,0.832474946975708
3459,0.8081170916557312
3475,0.8516673445701599
3491,0.7970612049102783
3507,0.8960751891136169
3523,0.775477409362793
3539,0.864283561706543
3555,0.8396984338760376
3571,0.9264305830001831
3587,0.7749230861663818
3603,0.7790405750274658
3619,0.8823597431182861
3635,0.8372195363044739
3651,0.755723237991333
3667,0.7640173435211182
3683,0.8857763409614563
